Año,INSTITUCION,% Deserción,INSTITUCION_LATITUDE,INSTITUCION_LONGITUD
2021,JARDÍN INFANTIL PEDAGÓGICO,0.0,5.7238365,-72.92410187
2021,JUAN PABLO II,4.477611940298507,5.725011018,-72.92408002
2021,LICEO ANGLO AMERICANO,4.166666666666666,5.728058353,-72.92701841
2021,LICEO CAMPESTRE EL MUNDO QUE SOÑE S.A.S,13.698630136986301,5.716516685,-72.9311379
2021,LICEO COLOMBO ANDINO,2.7149321266968327,5.720742171,-72.92927719
2021,LICEO COOPERATIVO CAMPESTRE,3.8793103448275863,5.700979918,-72.92407606
2021,LICEO EL CASTILLO DEL SABER,0.0,5.740493168,-72.9149245
2021,LICEO GABRIELA MISTRAL,0.0,5.714955514,-72.93780224
2021,LICEO INFANTIL IRACA,27.77777777777778,5.717848565,-72.92977579
2021,LICEO LA PRESENTACION SOGAMOSO,1.932367149758454,5.719042672,-72.9395699
2021,LICEO PASOS AL FUTURO S.A.S,9.090909090909092,5.713313924,-72.94068697
2021,LICEO PELDAÑOS,1.3888888888888888,5.71980808,-72.92262766
2021,LICEO SAN FERNANDO,5.555555555555555,5.719814479,-72.9283044
2021,LICEO SAN NICOLAS DE TOLENTINO,5.346534653465347,5.729902583,-72.91654868
2021,LICEO SANTO ÁNGEL,7.017543859649122,5.721966093,-72.92095634
